data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;31,8;35,6;30,2;31,6;24,4;22,6;18,1;14,2;15,4;8,9;19,9;19,6;23,0;17,3;23,3;22,0;17,6;18,2;18,7;19,8;21,7;20,7;23,1;27,9
2019-02-02;42035.91666666667;6;22,7;33,4;35,5;30,6;31,7;26,6;24,2;18,4;22,7;18,3;15,4;19,8;24,6;22,9;16,9;23,4;26,2;20,1;23,1;21,7;19,7;25,9;32,1;30,4
2019-02-03;42036.91666666667;0;30,9;34,6;29,0;28,2;35,9;35,7;28,8;25,9;26,2;22,2;22,2;23,4;24,1;18,5;23,4;22,8;23,2;29,8;20,7;19,8;23,5;24,0;26,4;30,2
2019-02-04;42037.91666666667;1;31,1;35,2;34,4;27,8;19,3;24,0;17,3;13,1;6,9;10,0;17,8;19,3;18,1;17,5;16,4;16,4;17,3;17,2;19,4;21,2;23,3;22,5;22,9;33,4
2019-02-05;42038.91666666667;2;28,4;38,8;32,6;25,2;28,0;21,7;15,7;6,9;4,6;10,4;14,1;16,6;18,6;18,3;15,8;18,4;21,9;18,5;18,7;19,3;27,0;28,0;25,7;32,2
2019-02-06;42039.91666666667;3;30,5;18,4;34,3;33,1;28,8;24,8;16,7;5,5;6,1;10,1;16,6;2,9;15,6;16,9;19,8;20,5;15,3;18,1;19,7;19,5;21,0;24,9;27,1;24,6
2019-02-07;42040.91666666667;4;29,0;29,4;33,9;45,0;28,0;24,6;13,8;7,4;4,3;7,2;21,3;18,2;19,7;20,5;18,9;20,1;15,5;20,7;21,0;19,9;19,0;26,0;25,3;30,9
2019-02-08;42041.91666666667;5;33,3;37,0;36,4;33,5;24,5;20,5;15,0;9,9;9,9;13,7;20,3;22,8;21,2;20,8;15,7;19,6;17,0;16,6;17,5;22,9;17,3;21,2;25,8;29,9
2019-02-09;42042.91666666667;6;28,1;32,6;27,7;27,0;28,6;26,4;22,4;23,6;21,3;19,4;21,0;21,6;18,8;20,2;16,1;23,0;19,8;22,2;18,1;20,3;23,0;28,5;26,0;32,1
2019-02-10;42043.91666666667;0;33,3;31,9;29,5;29,3;35,8;25,0;30,4;28,0;21,4;19,2;18,2;21,6;21,6;21,5;21,8;24,0;25,4;22,1;25,1;24,5;31,0;24,7;27,5;27,8
