data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;27,0;26,5;;;19,1;18,8;14,8;12,3;11,7;11,1;13,5;14,3;13,8;12,0;12,7;14,6;13,7;15,2;13,7;15,3;16,8;21,1;17,5;21,2
2019-02-02;42035.91666666667;6;21,1;16,9;;;23,4;22,4;17,8;14,1;13,3;12,0;13,8;13,4;14,8;14,3;18,1;17,5;15,5;16,5;18,1;19,0;14,0;17,2;18,8;20,1
2019-02-03;42036.91666666667;0;22,1;22,5;;;30,8;22,7;18,8;22,6;21,0;17,9;14,9;17,3;15,5;17,7;16,8;16,4;16,5;16,1;13,9;18,0;16,9;20,1;21,0;27,2
2019-02-04;42037.91666666667;1;26,1;18,9;;;21,3;16,6;10,9;10,8;12,4;13,8;12,0;13,8;14,6;14,2;14,7;13,5;15,4;15,2;14,3;13,5;16,1;19,9;18,0;22,3
2019-02-05;42038.91666666667;2;24,9;38,1;;;31,4;21,3;11,0;12,8;11,3;11,6;10,8;12,9;13,9;12,5;14,3;16,5;15,0;14,4;14,6;16,6;16,4;22,1;20,9;19,7
2019-02-06;42039.91666666667;3;23,4;32,2;;;27,2;19,8;10,3;12,9;11,8;13,3;10,3;7,7;14,7;15,8;14,0;10,4;14,3;14,4;12,7;17,8;17,1;21,3;19,7;23,4
2019-02-07;42040.91666666667;4;25,3;20,1;;;32,6;18,6;13,7;11,7;11,9;12,8;13,0;12,2;12,0;11,9;13,9;13,3;14,0;14,7;13,6;14,9;16,8;15,1;18,6;19,5
2019-02-08;42041.91666666667;5;23,4;19,5;;;24,7;18,9;14,2;13,0;12,0;11,7;12,2;13,1;14,6;14,0;14,3;14,5;15,0;13,8;14,4;14,6;15,6;17,7;17,6;18,6
2019-02-09;42042.91666666667;6;20,4;20,8;;;28,0;20,8;18,6;15,2;15,1;13,3;15,3;13,7;14,1;12,3;14,3;15,0;17,0;17,2;13,8;14,6;16,0;19,6;17,4;26,2
2019-02-10;42043.91666666667;0;19,6;28,1;;;23,2;18,7;24,2;18,8;18,5;18,1;17,6;16,4;17,8;14,7;16,0;15,1;17,7;17,6;16,5;17,1;16,2;19,3;18,9;24,2
2019-02-11;42044.91666666667;1;23,5;32,4;;;24,0;18,7;12,7;10,7;11,4;12,3;11,8;15,0;13,4;13,6;13,6;13,8;14,6;14,2;12,6;13,3;18,0;19,1;21,6;24,5
2019-02-12;42045.91666666667;2;23,8;37,8;;;29,3;22,0;14,5;13,6;10,5;13,0;10,6;13,0;12,3;10,3;14,6;12,9;17,1;14,3;13,7;13,7;15,4;17,2;21,1;19,8
2019-02-13;42046.91666666667;3;26,7;31,3;;;23,2;20,6;11,6;9,7;11,8;13,7;12,5;13,7;13,3;12,0;13,1;14,4;14,2;13,0;13,3;16,3;16,1;21,4;18,4;23,5
2019-02-14;42047.91666666667;4;19,1;27,6;;;18,9;15,5;11,5;11,6;10,1;13,0;12,6;12,7;13,8;12,9;16,5;16,5;13,9;13,3;12,8;13,9;17,4;20,1;19,0;24,8
2019-02-15;42048.91666666667;5;21,7;20,1;;;26,0;22,2;11,4;10,2;12,6;14,1;12,0;12,7;11,9;13,0;14,1;15,7;14,0;12,8;13,8;14,5;18,0;15,9;18,9;19,4
2019-02-16;42049.91666666667;6;21,5;24,8;;;24,4;21,0;19,1;14,6;13,1;14,3;15,1;12,7;13,7;14,1;12,6;15,2;15,7;19,1;15,0;10,9;13,3;20,4;19,2;21,9
2019-02-17;42050.91666666667;0;35,0;;;;30,2;27,1;21,5;20,4;20,0;18,5;15,1;19,7;16,8;18,6;19,0;18,6;18,5;16,3;16,3;16,9;20,1;22,3;23,7;19,8
2019-02-18;42051.875;1;29,5;18,1;;;28,6;19,8;11,1;10,9;12,1;13,5;14,0;12,1;14,7;14,2;13,0;15,2;11,7;13,4;13,2;14,1;17,2;18,3;21,2;25,6
2019-02-19;42052.875;2;28,1;27,0;;;23,3;17,7;11,8;11,3;12,9;14,8;13,9;13,1;11,9;13,8;13,2;15,8;13,0;12,9;13,3;13,4;19,0;21,6;18,2;21,3
2019-02-20;42053.875;3;29,2;27,9;;;26,3;20,2;9,8;12,2;8,5;12,6;13,3;13,6;14,1;13,6;16,3;13,2;14,6;12,4;13,3;14,4;15,6;18,2;19,6;22,3
2019-02-21;42054.875;4;24,8;24,9;;;22,6;20,0;13,2;12,4;11,6;12,4;12,4;15,2;13,3;12,1;13,5;15,3;11,8;13,2;12,0;13,7;16,7;22,4;21,9;26,2
2019-02-22;42055.875;5;27,4;28,4;;;25,8;18,8;14,7;12,2;9,7;13,6;9,6;16,4;13,2;13,7;13,1;13,7;13,6;14,2;12,5;13,9;16,7;20,3;20,3;21,2
2019-02-23;42056.875;6;28,2;31,6;;;26,7;21,6;18,6;13,9;14,7;12,8;12,5;10,8;16,1;12,1;12,9;;19,3;14,8;11,5;;17,3;;22,9;
2019-02-24;42057.875;0;23,6;27,7;;;22,7;22,8;24,9;17,8;19,6;18,7;16,8;16,2;14,8;16,3;15,6;16,7;14,6;17,2;16,9;18,0;19,1;13,2;19,3;21,2
2019-02-25;42058.875;1;23,2;25,5;15,4;;26,5;21,3;13,1;13,1;13,5;13,1;12,6;13,1;15,5;13,7;13,6;13,2;14,0;16,0;12,0;15,7;20,0;17,5;16,6;18,7
2019-02-26;42059.875;2;23,3;29,4;;;25,4;19,7;13,3;11,1;14,5;12,5;11,8;16,1;13,2;14,9;14,5;12,9;13,8;13,3;12,2;16,6;18,2;19,2;22,7;18,6
2019-02-27;42060.875;3;21,5;35,4;;;27,8;21,8;11,5;11,2;11,6;14,7;12,9;13,8;14,6;12,1;10,5;13,9;12,4;13,8;13,6;15,6;17,7;21,2;21,4;24,9
