52024;1;Tue Mar 05 00:00:20 2019;332;00:00;52364;TRUE;2019-03-05T03:00:04Z;-23.5893795;-46.6339625
52025;1;Tue Mar 05 00:00:51 2019;332;00:00;52364;TRUE;2019-03-05T03:00:04Z;-23.5893795;-46.6339625
52026;1;Tue Mar 05 00:01:20 2019;332;00:01;52364;TRUE;2019-03-05T03:01:09Z;-23.5894045;-46.634211
52027;1;Tue Mar 05 00:01:50 2019;332;00:01;52364;TRUE;2019-03-05T03:01:34Z;-23.5894045;-46.634211
52028;1;Tue Mar 05 00:02:21 2019;332;00:02;52364;TRUE;2019-03-05T03:02:20Z;-23.5894045;-46.634211
52029;1;Tue Mar 05 00:02:50 2019;332;00:02;52364;TRUE;2019-03-05T03:02:20Z;-23.5894045;-46.634211
52030;1;Tue Mar 05 00:03:20 2019;332;00:03;52364;TRUE;2019-03-05T03:03:05Z;-23.5894045;-46.634211
52031;1;Tue Mar 05 00:03:50 2019;332;00:03;52364;TRUE;2019-03-05T03:03:05Z;-23.5894045;-46.634211
52032;1;Tue Mar 05 00:04:20 2019;332;00:04;52364;TRUE;2019-03-05T03:03:50Z;-23.5894045;-46.634211
52033;1;Tue Mar 05 00:04:50 2019;332;00:04;52364;TRUE;2019-03-05T03:04:35Z;-23.5894045;-46.634211
52034;1;Tue Mar 05 00:05:20 2019;332;00:05;52364;TRUE;2019-03-05T03:04:35Z;-23.5894045;-46.634211
52035;1;Tue Mar 05 00:05:50 2019;332;00:05;52364;TRUE;2019-03-05T03:05:20Z;-23.5894045;-46.634211
52036;1;Tue Mar 05 00:06:20 2019;332;00:06;52364;TRUE;2019-03-05T03:06:05Z;-23.5894045;-46.634211
52037;1;Tue Mar 05 00:06:50 2019;332;00:06;52364;TRUE;2019-03-05T03:06:05Z;-23.5894045;-46.634211
52038;1;Tue Mar 05 00:07:20 2019;332;00:07;52364;TRUE;2019-03-05T03:06:50Z;-23.5894045;-46.634211
52039;1;Tue Mar 05 00:07:50 2019;332;00:07;52364;TRUE;2019-03-05T03:07:35Z;-23.589371;-46.634416
52040;1;Tue Mar 05 00:08:20 2019;332;00:08;52364;TRUE;2019-03-05T03:07:35Z;-23.589371;-46.634416
