data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;27,5;20,4;30,7;23,1;25,6;26,4;15,8;10,5;7,7;11,8;8,8;12,6;15,1;10,4;15,2;16,4;14,0;12,1;12,7;12,0;13,0;11,6;23,7;22,7
2019-02-02;42035.91666666667;6;23,0;24,8;32,5;28,3;24,3;21,1;16,6;16,2;18,0;15,4;16,3;9,6;14,6;13,3;14,6;19,6;18,0;13,2;19,4;11,6;18,7;14,3;20,8;20,7
2019-02-03;42036.91666666667;0;21,8;26,2;24,7;23,6;29,2;23,3;19,2;20,6;18,1;21,6;17,1;19,3;14,2;15,6;14,6;15,4;18,7;13,8;17,4;14,9;17,5;17,4;18,6;20,1
2019-02-04;42037.91666666667;1;22,6;32,5;30,8;31,2;34,2;23,0;15,3;15,2;7,9;9,1;14,8;14,0;11,4;19,0;15,9;12,9;10,7;12,6;11,1;12,6;11,9;16,6;19,2;23,5
2019-02-05;42038.91666666667;2;24,3;19,7;19,7;25,7;29,2;21,8;16,3;9,5;10,6;6,8;10,9;15,2;12,1;10,7;10,0;12,4;20,2;10,3;12,9;17,8;17,9;16,6;19,1;18,1
2019-02-06;42039.91666666667;3;22,8;22,0;21,4;24,9;26,7;22,0;13,5;8,2;9,0;8,7;13,7;11,4;13,3;13,2;15,3;12,4;16,6;14,5;14,8;9,4;15,1;20,3;17,4;18,8
2019-02-07;42040.91666666667;4;24,2;32,1;33,2;36,1;28,5;19,5;15,4;9,3;10,2;10,7;13,1;11,5;13,8;11,9;15,4;10,9;10,5;14,7;10,3;14,7;13,4;19,2;19,2;24,4
2019-02-08;42041.91666666667;5;21,6;25,7;22,4;25,4;36,5;20,9;18,4;10,1;7,9;9,7;14,3;15,0;9,6;9,4;10,3;9,9;15,7;7,9;8,7;11,9;16,2;14,6;17,3;19,9
2019-02-09;42042.91666666667;6;19,3;29,0;25,2;30,6;36,7;18,7;22,5;18,7;19,2;13,7;13,5;12,9;11,9;12,2;15,5;12,8;17,7;14,5;17,3;21,9;12,6;23,1;19,6;18,8
2019-02-10;42043.91666666667;0;19,7;21,5;19,5;19,9;28,5;23,0;22,4;19,1;21,2;20,9;17,3;20,0;16,4;19,1;18,1;21,7;18,7;13,4;13,3;13,9;15,1;18,0;19,1;19,7
