data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;25,8;;;;19,9;19,1;17,5;15,2;17,4;18,3;12,2;17,2;13,7;11,6;15,6;17,9;10,3;13,0;16,3;15,1;21,1;19,7;17,6;11,5
2019-02-02;42035.91666666667;6;6,7;;;;21,8;16,9;18,0;18,2;16,9;12,2;11,3;12,6;12,0;12,7;22,8;21,1;16,4;14,1;20,0;15,9;20,1;27,2;5,6;25,7
2019-02-03;42036.91666666667;0;37,0;33,7;;;27,7;20,4;24,7;15,4;23,8;12,5;22,3;19,5;14,3;15,3;24,7;23,8;18,0;15,7;18,7;19,8;20,6;20,9;23,1;30,2
2019-02-04;42037.91666666667;1;23,6;;;;18,7;17,5;12,8;13,6;14,6;16,8;14,5;16,2;13,0;5,3;19,8;13,3;18,5;11,9;11,5;26,6;14,5;16,3;15,5;26,4
2019-02-05;42038.91666666667;2;20,6;;;;22,1;21,0;13,3;14,1;21,3;15,0;14,5;8,8;12,6;13,4;8,0;9,0;15,2;11,7;13,2;17,1;17,7;26,0;13,0;29,7
2019-02-06;42039.91666666667;3;30,6;;;;19,6;19,9;14,5;14,3;19,7;17,0;19,4;12,8;11,0;21,3;15,5;12,9;17,9;17,3;9,7;18,8;11,0;19,9;20,5;35,9
2019-02-07;42040.91666666667;4;24,9;;;;20,2;21,4;16,4;14,0;15,4;15,5;13,4;19,5;11,2;17,0;15,2;16,9;16,1;19,6;16,4;13,0;34,0;12,0;23,4;23,5
2019-02-08;42041.91666666667;5;26,4;;;;16,3;21,2;9,8;16,8;15,2;12,4;16,6;16,6;10,4;14,5;15,0;22,9;11,9;16,1;18,0;18,1;18,4;7,6;19,2;29,2
2019-02-09;42042.91666666667;6;21,0;;;;22,8;23,1;17,3;21,4;21,8;17,1;13,6;14,8;9,7;11,9;14,5;12,3;10,4;11,7;7,2;18,1;19,1;13,9;15,3;31,9
2019-02-10;42043.91666666667;0;25,8;40,7;;;25,8;18,6;18,9;13,8;19,4;16,8;9,5;17,7;12,8;21,5;18,6;13,9;19,8;20,9;16,0;19,9;21,0;20,1;24,1;27,6
