data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;24,9;31,8;;;21,0;24,0;18,1;15,1;15,4;18,7;19,2;19,6;19,9;18,6;18,7;18,9;17,5;18,7;15,0;21,0;23,6;25,8;26,8;27,7
2019-02-02;42035.91666666667;6;31,5;29,3;;;29,2;25,0;22,4;22,4;22,2;25,0;19,6;19,4;18,9;21,1;17,7;24,6;15,2;19,0;21,1;21,0;22,1;27,0;27,7;32,6
2019-02-03;42036.91666666667;0;29,7;31,7;;;30,1;25,5;19,2;24,4;21,7;18,5;15,8;16,2;14,8;17,2;16,5;20,9;21,7;29,1;23,8;25,7;36,8;26,7;28,7;30,2
2019-02-04;42037.91666666667;1;23,0;28,0;;;25,6;20,8;16,4;17,6;16,2;17,3;18,5;20,5;21,3;21,4;18,6;22,9;21,5;20,9;19,3;20,5;25,2;29,6;27,5;28,1
2019-02-05;42038.91666666667;2;26,3;33,4;;;24,8;20,1;14,9;17,6;18,8;17,2;21,0;18,4;18,9;20,9;16,1;23,5;17,4;17,9;16,3;20,6;25,5;21,4;27,9;28,1
2019-02-06;42039.91666666667;3;28,5;38,8;;;23,1;20,5;17,7;15,9;16,3;16,6;21,5;22,3;20,6;20,0;20,8;19,7;17,7;15,8;22,1;21,0;27,6;25,9;29,2;27,1
2019-02-07;42040.91666666667;4;28,2;40,6;;;19,3;22,4;16,9;15,7;17,4;19,1;20,1;20,8;17,6;18,0;21,2;21,4;20,1;19,5;18,8;21,5;24,2;19,6;25,7;23,9
2019-02-08;42041.91666666667;5;26,0;44,0;;;21,8;21,6;20,6;19,3;15,5;20,1;18,6;23,7;16,4;19,2;21,0;21,7;18,3;17,7;17,3;16,5;21,8;27,5;26,2;29,0
2019-02-09;42042.91666666667;6;26,6;36,4;;;32,4;24,9;22,8;23,3;23,1;21,8;21,5;19,1;15,6;20,1;17,9;20,1;18,9;24,4;24,0;25,7;21,0;22,4;35,1;23,4
2019-02-10;42043.91666666667;0;31,5;18,2;;;18,8;19,2;21,9;18,3;16,7;16,3;15,0;17,1;16,5;14,9;19,2;17,9;20,4;24,2;23,4;22,3;25,7;23,8;28,6;31,0
2019-02-11;42044.91666666667;1;25,7;24,9;;;19,4;23,9;16,4;17,1;17,9;17,7;20,0;24,4;18,7;17,0;22,0;21,0;19,2;17,2;18,0;18,7;27,8;22,6;28,3;30,2
