data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;19,7;26,6;;;18,3;14,3;9,9;7,1;9,2;10,5;12,3;10,0;11,5;10,9;11,7;10,8;9,3;10,7;5,4;8,2;8,3;9,5;14,3;18,0
2019-02-02;42035.91666666667;6;20,7;25,2;;;18,4;15,4;15,7;12,0;11,3;10,2;12,6;9,7;11,9;8,8;11,3;11,1;9,5;8,9;9,8;12,0;10,5;9,7;10,7;11,5
2019-02-03;42036.91666666667;0;23,3;25,9;8,0;;19,3;20,6;19,3;18,2;15,5;16,3;13,9;14,2;15,6;15,0;14,8;15,9;18,3;13,0;14,9;13,9;13,7;15,4;14,1;14,9
2019-02-04;42037.91666666667;1;18,8;28,8;;;20,9;17,5;10,5;10,0;9,5;11,2;12,3;11,4;10,1;10,6;12,9;10,1;9,2;8,9;10,4;8,6;11,5;13,1;13,1;18,5
2019-02-05;42038.91666666667;2;19,5;29,7;;;18,6;15,8;9,4;6,0;11,1;11,7;11,3;12,4;11,0;9,9;12,8;10,4;9,5;9,7;8,5;11,3;9,1;10,5;15,7;18,7
2019-02-06;42039.91666666667;3;23,8;19,5;;;19,8;16,7;9,9;8,0;7,6;9,4;9,4;10,0;9,8;11,4;10,8;10,7;10,1;9,0;9,7;14,5;9,2;11,9;14,5;21,4
2019-02-07;42040.91666666667;4;21,6;24,0;;;22,3;16,8;10,2;6,4;8,7;9,9;11,9;11,2;11,5;11,4;8,6;11,0;10,9;10,7;8,3;9,7;10,6;12,9;13,8;16,1
2019-02-08;42041.91666666667;5;23,7;15,7;;;17,1;14,5;10,1;5,6;8,4;10,1;8,2;10,5;12,7;9,9;12,4;11,4;8,9;8,9;6,7;9,4;9,9;8,8;14,6;15,4
2019-02-09;42042.91666666667;6;25,7;19,3;;;20,0;18,4;13,7;12,1;11,7;8,8;10,7;9,1;8,4;8,4;10,1;10,9;8,9;9,6;11,8;7,5;10,1;11,0;9,6;15,4
2019-02-10;42043.91666666667;0;20,3;21,6;;;23,7;21,3;22,5;19,7;16,3;17,4;16,5;10,5;14,1;16,9;13,4;17,2;15,6;17,2;13,0;15,8;12,0;12,6;13,1;17,2
2019-02-11;42044.91666666667;1;18,6;23,1;;;17,6;12,5;9,3;6,1;8,8;10,1;11,7;13,0;13,5;11,1;12,0;8,6;10,9;11,1;8,0;12,4;13,7;14,5;15,2;19,7
2019-02-12;42045.91666666667;2;24,9;20,4;;;22,7;14,3;8,3;8,3;9,6;10,6;12,6;12,3;10,3;10,3;12,1;11,2;9,8;8,8;7,8;9,1;10,1;15,7;15,9;14,5
2019-02-13;42046.91666666667;3;19,0;19,0;;;19,7;15,8;8,6;5,4;7,6;10,9;11,8;11,0;11,7;9,8;9,6;11,7;11,0;9,0;7,4;10,7;11,5;16,7;15,0;18,7
2019-02-14;42047.91666666667;4;21,0;24,7;;;20,2;13,7;11,3;8,9;9,1;12,5;9,5;10,3;11,0;11,5;12,4;11,0;10,3;8,8;10,8;10,2;8,8;13,0;13,1;15,8
2019-02-15;42048.91666666667;5;23,5;20,4;;;22,8;12,9;9,4;4,6;7,1;12,7;10,2;12,5;12,9;10,5;9,1;10,9;8,6;8,1;10,3;10,8;10,0;9,6;15,3;16,8
2019-02-16;42049.91666666667;6;17,5;12,4;;;20,6;13,8;11,0;9,6;12,3;12,0;12,1;10,5;9,9;10,4;10,2;11,3;7,6;9,9;7,9;6,3;8,0;11,9;10,0;15,7
2019-02-17;42050.91666666667;0;24,5;;;;26,2;21,2;20,9;17,7;16,4;15,7;14,7;16,5;12,3;11,8;16,7;17,1;15,4;12,6;14,6;11,1;13,6;14,1;14,5;19,6
2019-02-18;42051.875;1;21,4;25,2;;;20,4;14,2;8,5;5,7;9,0;11,0;10,1;12,1;11,5;11,0;11,9;11,5;9,8;9,9;10,0;9,6;12,3;15,3;15,0;19,6
2019-02-19;42052.875;2;19,5;18,2;;;21,8;16,7;7,0;7,2;10,2;11,2;9,7;10,8;12,6;9,8;10,9;10,3;9,8;9,6;11,4;10,0;12,1;12,2;13,5;12,7
2019-02-20;42053.875;3;22,5;24,1;;;22,0;17,1;9,0;8,3;9,6;11,4;9,7;12,3;13,3;10,2;8,4;10,5;9,9;11,2;7,7;8,3;13,5;12,5;14,2;15,0
2019-02-21;42054.875;4;18,1;19,0;;;20,0;11,5;12,7;9,6;10,4;11,4;11,4;12,0;10,9;10,5;10,6;11,5;8,5;11,0;9,5;8,5;10,9;12,2;13,5;18,0
2019-02-22;42055.875;5;21,3;25,2;;;17,4;14,7;10,7;9,9;9,6;10,2;10,1;15,6;10,5;10,7;9,9;11,5;11,3;9,6;4,8;6,8;11,2;10,6;14,0;16,0
2019-02-23;42056.875;6;25,3;16,2;;;27,4;15,3;14,6;10,8;11,1;9,3;10,4;8,6;10,6;9,1;11,7;;6,8;12,2;11,4;16,6;8,5;;11,6;
2019-02-24;42057.875;0;34,2;22,8;;;23,4;20,9;19,4;14,4;14,5;14,2;15,1;14,0;12,6;16,3;13,5;17,6;14,5;11,5;16,4;17,0;14,8;14,2;17,7;14,6
2019-02-25;42058.875;1;18,7;22,7;;;15,0;17,3;9,4;9,2;8,3;11,0;11,0;12,6;11,5;12,0;10,5;9,4;9,9;9,3;8,1;9,3;13,1;11,8;13,7;15,8
2019-02-26;42059.875;2;20,8;21,3;;;21,0;14,3;8,1;7,1;5,9;12,4;12,1;13,9;10,8;12,7;8,5;9,9;9,3;9,5;6,4;11,4;10,3;13,0;15,9;15,2
2019-02-27;42060.875;3;17,5;27,9;;;15,8;14,6;10,1;6,6;9,3;13,6;9,4;11,5;11,3;10,2;12,3;8,9;9,4;8,3;9,5;10,7;11,1;11,9;17,1;15,9
