data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2019-02-01;42034.91666666667;5;22,2;30,9;33,2;45,8;25,2;17,1;10,8;10,8;12,8;13,0;6,4;6,3;4,8;7,7;11,7;10,7;8,3;9,2;12,1;13,4;9,4;14,8;15,4;18,5
2019-02-02;42035.91666666667;6;16,8;24,6;29,6;29,5;20,1;20,3;17,4;14,4;13,7;10,7;8,6;4,4;6,4;3,9;5,5;4,7;7,0;8,8;8,8;10,1;8,8;14,6;17,4;18,6
2019-02-03;42036.91666666667;0;18,6;17,7;27,1;28,5;26,0;25,1;20,7;20,2;15,2;12,2;11,5;11,6;10,4;12,9;16,9;17,4;16,5;14,2;14,7;14,9;15,3;14,7;18,4;21,0
2019-02-04;42037.91666666667;1;21,7;30,5;46,1;35,0;23,1;16,9;7,7;6,7;14,3;11,5;9,0;9,1;6,6;3,2;7,0;5,7;6,0;10,3;12,0;15,4;16,1;18,1;17,6;22,7
2019-02-05;42038.91666666667;2;23,1;24,3;38,1;30,7;22,6;17,5;9,1;10,1;13,7;12,0;8,4;8,9;5,3;5,5;3,2;4,9;10,7;11,2;12,1;12,6;12,6;15,5;16,2;20,8
2019-02-06;42039.91666666667;3;25,4;28,7;39,5;33,3;24,4;17,6;9,1;9,6;12,1;12,1;6,6;6,4;3,9;3,2;4,7;8,7;4,1;12,2;12,4;14,4;10,3;15,8;16,7;19,9
2019-02-07;42040.91666666667;4;22,9;35,7;31,7;41,9;24,7;17,7;9,1;10,0;12,9;11,9;10,8;11,1;9,8;9,1;8,9;10,9;9,9;11,0;10,9;13,6;13,6;16,6;18,2;20,5
2019-02-08;42041.91666666667;5;22,4;30,1;38,1;37,6;23,2;19,6;11,1;11,0;12,6;11,6;10,1;9,1;8,3;9,8;10,1;9,5;9,6;10,9;12,6;12,7;11,1;13,2;13,7;20,1
2019-02-09;42042.91666666667;6;19,8;29,8;15,8;32,5;21,4;19,9;17,6;14,7;13,9;11,0;7,5;8,0;7,2;6,8;8,3;7,4;8,0;7,7;7,5;12,0;12,8;15,4;15,2;19,0
2019-02-10;42043.91666666667;0;18,8;27,1;19,2;36,2;22,2;22,7;20,9;19,2;16,8;14,4;9,6;11,0;10,1;12,0;13,8;16,2;14,0;14,7;17,6;14,6;12,2;12,9;16,1;18,5
2019-02-11;42044.91666666667;1;22,7;37,2;40,9;40,8;23,3;18,7;7,7;9,5;12,3;11,1;10,5;13,2;10,2;10,6;12,8;10,9;11,5;11,3;11,5;14,5;15,8;18,7;19,9;16,7
2019-02-12;42045.91666666667;2;23,8;20,0;43,2;34,9;23,4;18,9;8,8;9,8;13,0;12,8;12,8;12,3;7,3;9,0;12,5;7,8;9,3;10,6;11,3;12,8;14,8;15,1;19,3;19,1
2019-02-13;42046.91666666667;3;19,7;30,5;39,4;34,8;25,0;20,2;6,6;4,1;8,0;12,7;11,9;10,7;10,1;10,1;11,1;11,1;10,9;11,2;13,0;12,8;16,6;17,2;17,1;19,4
2019-02-14;42047.91666666667;4;20,5;31,7;41,7;36,8;23,3;17,1;9,0;12,5;14,3;13,3;12,5;9,9;9,5;10,7;10,4;10,7;10,9;12,3;11,8;13,7;14,5;16,4;19,9;19,7
2019-02-15;42048.91666666667;5;20,2;19,4;38,5;43,2;21,0;19,0;8,6;8,0;12,7;12,8;7,9;11,1;10,8;10,6;9,1;9,6;9,6;10,6;11,5;13,5;10,9;16,4;14,4;19,5
2019-02-16;42049.91666666667;6;19,9;27,7;40,6;30,0;25,3;18,2;17,8;16,4;12,7;13,1;9,0;9,0;6,9;6,5;7,9;8,2;8,4;8,4;8,3;12,0;14,0;15,5;14,8;18,5
2019-02-17;42050.91666666667;0;22,9;25,7;22,1;28,2;26,5;22,5;19,2;17,0;14,9;11,0;11,3;9,5;9,2;15,7;13,2;13,9;16,3;13,9;14,9;14,4;14,0;13,1;21,5;23,7
2019-02-18;42051.875;1;24,3;28,6;23,6;36,1;24,1;18,8;8,7;9,1;13,3;12,6;12,0;9,1;10,2;10,7;10,6;10,7;11,3;11,0;13,1;16,0;15,0;17,8;21,5;19,9
2019-02-19;42052.875;2;26,2;31,5;37,4;37,1;25,3;17,3;10,4;10,7;13,2;11,6;10,6;10,0;10,9;9,3;12,0;9,4;10,5;10,7;11,8;12,5;15,1;15,8;19,0;20,1
2019-02-20;42053.875;3;18,7;32,3;47,9;38,8;23,9;17,6;10,0;11,0;12,1;11,1;9,5;11,0;9,0;9,7;10,9;11,9;10,0;10,7;10,7;11,9;16,0;17,2;17,7;19,2
2019-02-21;42054.875;4;21,7;23,7;35,9;35,0;23,6;18,2;11,2;11,4;14,0;11,8;10,5;11,1;9,7;9,9;11,1;10,9;9,8;11,2;11,6;13,3;13,1;14,5;18,7;20,9
2019-02-22;42055.875;5;28,0;28,5;39,3;38,4;22,8;17,0;12,2;11,6;13,2;11,6;8,4;12,0;9,9;11,1;9,8;10,5;9,5;9,8;11,0;13,0;13,0;16,9;17,2;17,6
2019-02-23;42056.875;6;21,4;26,6;36,6;42,9;24,6;16,8;15,7;14,2;13,5;10,0;10,9;7,1;7,8;7,7;7,5;7,1;7,0;9,8;10,1;12,8;15,6;14,5;16,1;22,1
2019-02-24;42057.875;0;18,8;23,8;23,2;29,1;24,8;23,5;20,2;19,4;14,9;12,4;12,1;9,3;11,3;11,4;13,7;16,5;15,7;14,9;17,4;10,6;12,1;14,1;16,7;18,6
2019-02-25;42058.875;1;24,5;28,2;34,3;43,3;25,1;17,3;11,9;11,1;13,7;11,8;11,3;11,3;10,3;11,7;11,7;11,7;9,6;7,4;11,5;13,4;14,7;16,3;16,2;20,4
2019-02-26;42059.875;2;23,2;28,4;39,3;42,6;22,3;18,4;9,5;8,4;11,5;13,5;11,2;10,9;9,2;10,8;11,9;10,1;9,6;11,0;12,0;12,8;15,2;16,2;18,6;20,2
2019-02-27;42060.875;3;26,9;27,2;38,4;41,7;20,1;17,2;9,8;11,9;12,4;11,1;11,0;11,2;11,9;9,6;10,1;11,6;11,2;11,8;3,0;2,7;5,1;14,9;18,0;21,1
