data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2018-07-27;41845.875;5;30,2;38,9;27,2;36,2;31,4;31,5;23,0;28,0;21,5;25,2;21,8;24,6;23,4;24,6;26,8;21,1;24,1;21,1;22,7;24,0;24,9;24,6;25,1;29,1
2018-07-28;41846.875;6;34,9;32,6;37,1;39,9;32,5;27,5;29,7;30,4;28,3;28,8;24,2;26,8;25,8;23,0;25,0;30,5;20,9;25,2;18,6;23,6;25,7;28,8;30,0;33,9
2018-07-29;41847.875;0;39,2;32,7;38,7;36,0;23,7;35,3;31,8;30,3;24,7;26,5;29,4;28,6;33,7;23,8;26,7;22,8;26,2;29,1;26,7;19,7;35,0;19,6;21,9;30,3
2018-07-30;41848.875;1;38,7;28,1;34,5;40,7;29,2;34,3;23,4;19,1;19,5;22,1;25,2;29,7;22,5;28,2;20,6;20,9;26,7;32,7;20,3;26,2;23,6;17,9;27,7;25,0
2018-07-31;41849.875;2;32,6;36,4;33,4;38,0;44,1;34,5;24,9;17,9;18,9;32,2;26,7;28,0;23,4;24,4;25,1;28,0;32,1;21,4;24,6;22,2;28,3;36,3;30,6;31,0
2018-08-01;41850.875;3;38,6;42,2;38,6;35,3;33,6;29,9;17,7;25,6;20,9;23,9;23,2;25,7;22,1;17,7;25,4;20,1;23,9;25,3;21,7;21,6;26,4;19,2;20,6;33,1
2018-08-02;41851.875;4;36,3;39,1;34,9;34,9;22,7;30,2;23,5;24,2;23,6;25,7;23,2;25,3;23,3;24,4;21,3;24,8;24,0;25,3;24,0;21,5;22,0;26,8;27,0;28,8
2018-08-03;41852.875;5;36,7;40,5;38,3;42,4;30,2;28,2;22,2;20,7;20,1;24,5;20,5;26,9;24,4;26,7;29,0;21,0;25,2;28,0;21,5;21,4;22,6;23,1;24,2;24,8
2018-08-04;41853.875;6;33,9;38,0;37,3;35,0;39,5;27,6;30,5;27,7;27,9;32,5;22,7;24,9;23,2;28,9;23,1;31,5;25,8;25,9;22,5;29,5;22,4;25,1;27,8;27,1
2018-08-05;41854.875;0;34,2;36,6;37,6;37,6;27,2;31,7;29,5;26,7;35,3;30,9;27,6;29,7;36,0;23,7;31,7;27,2;27,5;30,8;16,1;28,9;24,5;28,6;28,9;22,7
2018-08-06;41855.875;1;39,9;33,8;39,2;41,8;30,5;32,6;21,1;20,4;16,5;18,6;26,8;29,6;23,6;23,5;26,9;27,7;26,6;21,3;26,2;20,2;21,5;25,0;27,4;29,4
2018-08-07;41856.875;2;35,8;39,7;41,1;33,9;35,6;33,8;24,2;20,5;24,1;28,5;22,8;19,7;22,3;28,3;26,5;26,8;27,2;19,8;24,7;20,3;26,9;26,5;28,8;23,2
2018-08-08;41857.875;3;34,0;38,5;39,4;36,7;33,2;40,0;22,0;20,8;20,1;26,8;30,8;25,8;25,0;20,3;23,3;22,5;22,2;25,9;21,2;23,8;23,7;21,9;31,4;31,8
2018-08-09;41858.875;4;30,9;36,9;34,6;32,2;32,3;33,5;22,4;20,2;22,7;24,2;21,4;29,1;22,0;26,6;25,5;26,5;35,9;28,1;19,3;19,9;23,9;28,9;23,6;36,8
2018-08-10;41859.875;5;36,7;36,6;39,7;25,5;31,9;33,6;26,7;21,8;21,9;24,4;20,3;22,0;21,9;23,9;26,6;21,8;23,8;21,8;13,6;20,2;20,9;24,4;25,5;36,8
2018-08-11;41860.875;6;28,3;37,8;40,7;41,5;36,5;28,6;32,0;28,6;25,4;31,1;19,6;33,3;24,8;26,5;21,4;24,1;26,5;24,9;21,3;28,8;24,5;25,9;26,3;28,9
2018-08-12;41861.875;0;34,8;30,4;32,3;35,9;37,6;34,7;35,2;40,7;30,9;30,6;33,5;36,0;22,4;32,9;25,1;23,3;29,5;23,8;27,6;26,5;24,8;25,5;28,1;25,6
2018-08-13;41862.875;1;36,8;35,7;35,8;39,9;42,8;37,7;20,3;21,5;20,4;22,3;19,2;29,1;26,0;25,9;20,6;20,8;19,4;24,0;25,6;24,1;25,5;23,6;21,0;26,0
