data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2018-07-27;41845.875;5;11,1;;;;15,7;15,3;13,5;6,0;5,5;10,5;8,3;6,2;6,5;10,8;11,3;11,2;7,2;7,3;10,7;8,3;10,8;6,9;8,5;6,5
2018-07-28;41846.875;6;12,9;;;;24,7;25,3;13,0;9,6;14,2;12,6;12,8;5,6;9,2;9,6;11,1;22,0;17,1;15,8;8,7;11,1;11,0;17,1;12,2;12,3
2018-07-29;41847.875;0;9,8;9,9;;;16,5;14,6;11,6;15,8;17,2;11,2;3,9;13,6;12,7;5,2;18,0;11,7;17,1;11,0;17,9;8,7;7,4;14,2;12,2;20,8
2018-07-30;41848.875;1;17,8;;;;17,5;14,8;9,5;7,5;9,3;9,3;8,7;8,6;11,5;9,0;9,5;12,3;15,1;13,4;12,0;11,6;18,9;9,8;13,1;16,0
2018-07-31;41849.875;2;14,4;;;;;12,8;11,4;9,3;5,7;9,2;6,9;9,7;;12,9;9,4;9,5;12,5;9,5;9,6;13,1;11,1;10,3;13,0;33,0
2018-08-01;41850.875;3;14,3;;;;31,2;18,9;9,1;10,2;6,2;9,2;7,1;9,2;11,2;7,0;9,1;12,9;6,0;10,6;8,1;6,1;11,2;13,5;7,0;20,1
2018-08-02;41851.875;4;20,8;;;;18,5;14,3;6,1;6,0;6,4;8,1;5,5;;8,8;6,9;;7,6;11,1;10,0;8,5;9,6;13,5;22,0;;
2018-08-03;41852.875;5;17,6;;;;21,8;23,7;10,9;6,6;;4,6;;4,0;4,8;5,8;6,5;6,7;12,9;8,0;8,4;;16,4;7,4;19,5;14,1
2018-08-04;41853.875;6;16,3;;;;17,0;18,3;12,9;14,6;11,7;12,7;11,1;15,1;11,3;17,5;;21,3;14,9;15,2;14,0;15,3;17,0;12,9;62,9;12,5
2018-08-05;41854.875;0;17,9;;;;;13,6;17,3;20,7;15,7;13,4;;14,9;12,2;15,8;17,9;13,8;8,7;11,2;;19,9;;;13,3;13,6
