data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2018-07-27;41845.875;5;11,7;19,8;18,2;22,1;15,9;15,2;15,1;8,7;7,6;10,9;9,0;7,0;10,7;11,7;11,5;10,6;8,6;8,7;11,9;9,3;11,9;13,0;15,6;14,6
2018-07-28;41846.875;6;16,6;15,5;14,7;24,2;19,1;23,3;13,2;12,8;13,1;10,1;14,3;9,7;9,6;10,1;11,8;16,9;15,8;16,2;11,8;11,5;11,0;18,8;17,7;17,2
2018-07-29;41847.875;0;14,1;16,6;22,8;25,9;16,9;18,3;15,3;16,9;14,3;14,8;14,6;16,4;14,9;11,4;13,3;14,6;15,2;12,5;14,0;12,4;19,9;16,9;17,5;21,8
2018-07-30;41848.875;1;20,5;24,1;26,8;21,3;22,2;16,5;10,6;10,0;8,9;10,7;9,1;10,7;13,2;11,3;11,5;13,5;12,2;11,7;11,3;12,1;16,2;16,7;15,6;20,1
2018-07-31;41849.875;2;21,1;24,7;21,2;26,3;18,7;19,0;10,4;8,3;7,0;9,3;8,8;11,6;12,7;13,2;11,1;12,4;12,5;11,7;11,6;13,9;13,3;15,0;14,6;21,1
2018-08-01;41850.875;3;19,8;28,7;25,5;25,2;25,6;17,0;11,9;9,0;6,7;10,5;6,8;10,5;12,0;8,6;8,7;11,5;8,5;10,4;9,2;8,4;13,6;13,7;14,8;17,0
2018-08-02;41851.875;4;20,1;23,8;24,7;26,6;19,3;18,2;8,0;7,6;7,9;10,5;5,5;10,8;10,1;7,2;8,6;10,5;11,3;10,7;10,8;12,2;14,6;15,1;13,6;16,4
2018-08-03;41852.875;5;23,2;27,2;26,6;28,3;25,4;16,7;11,0;7,6;6,5;5,7;7,4;6,4;7,0;5,4;7,8;8,7;11,6;9,4;8,4;11,0;13,9;13,8;15,5;13,3
2018-08-04;41853.875;6;19,3;23,8;20,4;26,8;20,9;19,5;14,1;12,6;13,8;12,7;12,0;16,0;12,1;11,2;14,7;14,5;13,1;14,8;12,9;13,0;16,3;14,0;18,3;15,0
2018-08-05;41854.875;0;18,4;22,5;20,6;21,8;17,1;17,3;18,8;20,7;14,4;15,5;10,9;13,0;12,8;14,4;18,6;11,4;13,1;13,9;11,8;19,9;17,9;16,6;15,6;18,3
2018-08-06;41855.875;1;20,8;32,6;27,3;27,4;25,9;17,6;10,9;7,3;6,2;8,1;7,6;10,4;11,4;10,6;10,4;11,8;11,9;7,9;9,8;11,7;13,2;16,5;16,4;17,3
