data;data (Excel);dia (0 = domingo);0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
2018-07-27;41845.875;5;20,2;25,8;23,1;41,8;22,8;17,8;12,5;12,2;10,0;11,9;12,3;11,7;12,5;11,5;10,2;11,3;9,5;11,9;10,4;12,6;13,7;14,5;15,4;19,0
2018-07-28;41846.875;6;20,5;31,7;29,6;36,1;23,4;20,6;19,1;16,1;13,8;11,2;10,1;8,9;8,0;10,0;8,6;11,9;10,1;8,1;10,2;12,9;13,1;11,5;15,2;16,6
2018-07-29;41847.875;0;21,0;27,7;29,8;29,6;25,8;19,8;17,8;15,2;14,8;13,5;15,6;14,4;14,1;13,7;14,9;15,3;16,1;13,4;14,0;13,9;15,4;16,5;20,0;20,8
2018-07-30;41848.875;1;26,7;36,2;25,5;38,5;24,9;17,6;13,5;12,1;11,5;10,8;12,8;12,6;11,4;11,7;11,5;12,5;10,8;11,0;9,4;11,3;14,1;16,3;18,1;19,7
2018-07-31;41849.875;2;25,3;36,4;34,9;37,3;24,3;20,4;13,8;8,2;15,2;14,4;13,3;12,1;11,5;11,0;11,3;11,5;12,2;9,0;10,2;13,1;15,7;17,4;18,2;19,3
2018-08-01;41850.875;3;23,8;32,3;34,8;28,5;23,4;20,4;5,9;6,0;9,1;9,0;10,5;11,6;9,3;6,2;12,2;10,4;10,8;7,9;8,5;12,1;15,6;16,5;17,2;21,7
2018-08-02;41851.875;4;23,0;29,1;35,3;41,3;25,0;16,7;10,2;7,8;13,0;11,7;11,4;11,6;8,9;8,4;8,2;11,5;11,5;9,1;9,0;14,3;14,0;15,6;17,5;20,4
2018-08-03;41852.875;5;24,2;29,1;44,2;33,2;26,3;17,1;8,9;9,1;10,4;11,0;10,3;12,0;6,8;6,1;10,5;10,7;8,0;6,4;9,2;13,4;15,0;13,9;17,5;18,3
2018-08-04;41853.875;6;22,6;27,0;37,5;36,6;21,1;19,5;18,5;16,1;13,3;12,2;9,6;6,7;8,2;6,9;5,4;4,1;6,0;7,0;7,7;6,2;14,9;13,8;15,4;18,6
2018-08-05;41854.875;0;23,2;23,1;24,4;38,5;25,7;21,7;18,2;18,6;14,6;13,5;12,9;12,7;12,0;12,5;13,7;13,2;14,5;13,9;12,0;11,9;14,0;14,5;18,5;20,8
2018-08-06;41855.875;1;28,6;27,7;32,0;34,3;21,1;16,6;9,2;4,9;11,8;11,9;12,1;9,8;8,3;7,5;9,5;10,3;10,4;9,9;9,1;13,1;13,2;17,6;18,8;20,6
2018-08-07;41856.875;2;23,1;34,5;37,1;34,1;22,5;18,3;9,9;6,3;12,5;12,4;12,0;10,0;9,6;8,9;8,3;9,4;10,8;5,9;8,8;10,5;15,1;16,9;18,1;20,3
2018-08-08;41857.875;3;25,5;32,8;35,1;34,8;24,0;16,6;8,9;7,8;11,7;11,1;7,6;8,1;6,1;6,5;8,0;6,6;6,0;5,3;2,3;4,8;11,0;16,1;17,0;19,2
2018-08-09;41858.875;4;23,4;31,5;38,5;25,2;23,8;16,8;9,4;7,5;9,9;11,4;8,7;11,3;8,0;8,9;10,0;10,4;9,5;8,0;8,2;10,8;12,8;16,3;19,3;18,5
2018-08-10;41859.875;5;26,3;32,5;31,3;29,3;24,6;17,1;9,2;8,4;8,6;8,9;10,1;11,0;9,0;5,9;9,0;6,6;8,4;4,9;4,7;8,9;11,9;12,7;16,3;18,7
2018-08-11;41860.875;6;21,2;27,1;26,6;41,0;21,1;17,6;16,5;14,3;13,3;11,8;6,7;4,5;5,9;6,4;5,9;6,8;8,6;8,1;8,1;6,3;12,1;12,5;18,1;16,7
2018-08-12;41861.875;0;24,4;29,8;19,4;29,6;25,5;22,7;18,8;16,6;16,9;13,2;14,7;10,1;10,5;11,6;13,9;14,7;16,0;12,8;8,0;11,5;12,9;15,2;17,6;22,1
2018-08-13;41862.875;1;27,8;36,4;39,2;32,0;25,0;19,2;11,4;6,4;13,3;12,9;12,2;11,6;10,8;8,9;11,0;10,8;11,0;11,7;11,7;13,8;14,9;16,5;18,9;18,0
2018-08-14;41863.875;2;25,0;31,8;37,3;38,1;24,6;18,1;11,4;10,1;12,5;12,5;11,1;10,6;10,5;10,5;7,9;10,9;10,0;8,5;10,0;11,2;12,9;16,9;16,6;17,8
2018-08-15;41864.875;3;25,9;25,7;27,3;36,3;26,4;18,2;9,1;7,0;8,0;11,3;11,0;11,1;6,4;8,5;10,3;10,1;8,6;9,7;8,4;12,7;15,3;16,5;19,2;20,4
2018-08-16;41865.875;4;27,5;33,3;28,0;34,5;23,7;17,3;9,3;7,0;10,9;11,2;11,9;11,9;12,4;10,1;9,8;10,3;10,5;10,0;9,1;11,1;12,9;15,7;17,7;19,3
2018-08-17;41866.875;5;26,4;31,3;33,8;40,1;25,1;18,7;7,9;8,6;9,0;11,3;11,5;10,0;8,5;8,4;9,2;9,2;9,4;9,5;7,8;12,6;14,5;15,9;17,8;16,9
2018-08-18;41867.875;6;21,9;31,7;34,4;38,8;20,5;20,1;17,8;15,6;13,6;9,9;9,5;7,2;10,1;7,4;5,5;5,2;9,5;8,2;8,3;8,5;13,1;14,7;15,0;17,3
2018-08-19;41868.875;0;23,1;19,0;34,1;29,2;20,5;20,6;19,4;18,7;13,6;13,3;13,9;13,3;11,8;12,0;13,2;14,6;13,7;14,7;10,8;11,6;12,0;11,6;16,6;19,2
