DiaSemana;Feriado;horaiox;Posx2;Mapsx2;MapsPessx2
5;0;911;101,1201176;97;124
5;0;920;112,9619294;89;122
5;0;931;104,6093281;88;103
5;0;950;307,0420921;101;122
5;0;970;97,42077452;78;145
5;0;982;87,14888922;89;133
5;0;995;81,15873865;76;133
5;0;996;163,1021655;75;139
5;0;1020;382,9348125;86;127
5;0;1040;167,9714486;80;137
5;0;1059;128,4996777;75;123
5;0;1080;94,92568206;69;118
5;0;1089;92,16167321;68;98
5;0;1110;134,7519968;75;109
5;0;1134;94,27810209;98;113
5;0;1149;103,1046334;89;114
5;0;1150;71,96592868;89;114
5;0;1171;111,7960524;82;113
5;0;1192;164,8939539;90;125
5;0;1210;70,68444549;71;104
5;0;1230;86,00143581;70;90
5;0;1252;83,19745974;63;84
5;0;1271;52,99202045;69;90
5;0;1304;91,98038836;67;81
5;0;1312;96,73520755;73;89
5;0;1334;93,86327458;65;85
5;0;1348;83,65508777;62;81
5;0;1379;49,96963253;56;65
5;0;1395;86,01928737;55;80
5;0;1421;63,12423076;52;65
6;0;270;64,75733332;50;60
6;0;299;93,12726532;52;62
6;0;315;132,822818;54;62
6;0;330;96,5878254;59;70
6;0;345;92,38289825;62;81
6;0;359;84,91299371;62;75
6;0;375;127,2128573;62;92
6;0;391;95,55813123;72;91
6;0;405;98,29232544;77;105
6;0;419;81,62789536;74;116
6;0;435;126,211713;89;118
6;0;451;127,9678334;92;118
6;0;465;116,1673919;74;111
6;0;485;95,66893894;73;113
6;0;510;140,447324;75;113
6;0;530;60,90395325;75;114
6;0;549;97,5036466;115;127
6;0;572;58,58278738;84;128
6;0;594;97,13404428;82;128
6;0;610;90,56349867;111;137
6;0;630;149,883442;89;122
6;0;650;95,82129805;86;127
6;0;670;95,14055152;133;114
6;0;690;141,6008168;101;116
6;0;711;160,7103119;89;122
6;0;731;108,8706527;90;124
6;0;749;65,19001178;88;119
6;0;770;107,5523298;101;118
6;0;792;271,2186927;119;133
6;0;831;93,25971343;114;134
6;0;842;99,0627026;110;130
6;0;852;112,626683;102;124
6;0;875;109,5119343;95;123
6;0;882;132,0653424;88;117
6;0;907;126,3929198;93;111
6;0;941;97,18703257;92;117
6;0;961;74,51948239;83;130
6;0;989;98,71908019;99;134
6;0;999;71,01197527;103;134
6;0;1027;97,13404428;82;145
6;0;1038;135,7926872;99;145
6;0;1058;89,15193232;89;119
6;0;1074;81,75121872;97;122
6;0;1080;102,8148674;101;122
6;0;1109;113,4291053;120;114
6;0;1122;116,5888523;112;118
6;0;1157;92,40007969;86;117
6;0;1179;141,5918303;87;121
6;0;1204;105,0874329;76;114
6;0;1219;111,0372253;72;104
6;0;1249;67,11594178;65;98
6;0;1273;69,42933511;67;97
6;0;1289;88,17576834;64;92
6;0;1314;92,97203834;64;78
6;0;1335;104,7414707;63;83
6;0;1358;60,51681179;61;71
6;0;1373;65,61896426;60;69
6;0;1404;58,03916166;55;68
6;0;1426;80,22863595;64;65
7;0;270;72,5322528;47;52
7;0;300;79,90229179;49;54
7;0;315;58,35942244;51;60
7;0;330;60,7863059;59;69
7;0;345;96,60133179;59;71
7;0;361;74,97456504;60;83
7;0;375;52,73199936;68;88
7;0;390;95,90606801;67;98
7;0;405;118,9925331;81;102
7;0;419;86,71691925;71;112
7;0;436;101,816975;75;108
7;0;451;91,69955919;88;109
7;0;466;100,8449664;91;109
7;0;487;129,3532859;83;115
7;0;508;121,3158729;75;120
7;0;529;95,58875116;83;124
7;0;561;133,5385541;86;124
7;0;574;157,6707922;103;118
7;0;594;83,85099233;83;116
7;0;610;119,4278123;89;131
7;0;632;130,4306349;114;119
7;0;648;142,8072689;193;134
7;0;682;235,1936838;87;129
7;0;692;101,1866802;88;129
7;0;710;67,93510225;97;133
7;0;739;62,69357842;84;129
7;0;761;297,8863777;96;122
7;0;785;344,0788462;116;122
7;0;794;202,8946498;135;131
7;0;829;103,1789301;91;138
7;0;836;143,6602347;101;118
7;0;844;531,5766172;95;118
7;0;880;284,8906105;101;126
7;0;894;101,8031241;89;131
7;0;910;118,8067629;95;145
7;0;937;119,5774462;81;137
7;0;958;74,51850988;89;140
7;0;1001;98,16862615;111;148
7;0;1003;200,042846;114;148
7;0;1017;148,6146668;115;157
7;0;1035;115,7103121;90;123
7;0;1054;131,0420164;110;146
7;0;1073;130,888312;100;125
7;0;1133;164,5666221;94;130
7;0;1146;119,389323;102;118
7;0;1181;353,0614921;104;118
7;0;1195;70,22381444;97;119
7;0;1219;251,7291246;96;122
7;0;1249;176,5521837;83;122
7;0;1279;122,907468;73;116
7;0;1310;267,8779155;82;104
7;0;1330;115,2177353;75;90
7;0;1352;116,6973139;64;99
7;0;1380;92,12476686;66;82
7;0;1395;100,9549889;66;89
7;0;1429;47,63611257;63;81
2;0;269;57,58262684;50;59
2;0;311;56,97281007;53;61
2;0;322;69,47331622;52;64
2;0;340;60,23293685;56;70
2;0;360;90,66980153;56;68
2;0;378;181,0074634;60;86
2;0;391;66,51196636;63;82
2;0;410;74,1450062;61;83
2;0;429;108,5739874;60;96
2;0;446;62,36221895;63;99
2;0;464;82,03948976;64;105
2;0;484;140,9688271;72;107
2;0;494;138,8643946;75;122
2;0;512;127,1767198;75;119
2;0;526;98,96498951;78;131
2;0;540;100,9997715;86;137
2;0;566;129,1434217;81;125
2;0;581;124,5781276;88;127
2;0;604;87,18373741;85;131
2;0;634;98,90923833;98;138
2;0;671;127,8084473;132;154
2;0;693;431,2350748;187;179
2;0;705;180,8419921;183;170
2;0;734;234,1283431;125;175
2;0;749;216,2117132;120;175
2;0;781;113,6911952;98;168
2;0;810;115,9446751;95;176
2;0;833;82,94069502;88;184
2;0;861;147,5231148;85;158
2;0;917;142,0370879;94;124
2;0;938;137,941571;111;142
2;0;951;101,0207512;111;146
2;0;983;431,4038139;111;132
2;0;1030;94,22333725;84;146
2;0;1058;101,8169744;81;140
2;0;1090;96,10733679;88;155
2;0;1128;97,68467685;81;138
2;0;1158;130,6939281;83;126
2;0;1189;143,5667209;80;113
2;0;1226;273,9188906;70;111
2;0;1255;98,77448436;66;102
2;0;1294;95,86285197;73;120
2;0;1320;107,8833473;70;93
2;0;1351;114,9914264;64;90
2;0;1382;72,60070697;67;91
2;0;1416;99,71908042;60;77
1;0;269;81,03867795;52;52
1;0;295;129,6785922;54;53
1;0;320;64,66028283;54;55
1;0;344;74,51994633;56;61
1;0;368;90,20603606;53;66
1;0;389;94,67713998;56;72
1;0;414;86,00274338;58;78
1;0;439;140,6918088;60;71
1;0;465;78,39721169;58;83
1;0;485;89,39371461;65;85
1;0;512;77,07324922;65;98
1;0;536;65,16069816;81;103
1;0;560;94,21999035;69;120
1;0;589;78,66388571;91;120
1;0;631;95,93210577;81;128
1;0;657;69,460595;85;118
1;0;694;81,86828583;91;159
1;0;714;110,3519525;102;167
1;0;742;100,8777017;191;194
1;0;778;233,8355332;125;149
1;0;796;90,20643588;88;168
1;0;828;114,6060175;86;128
1;0;867;96,31096045;68;106
1;0;903;98,92562013;69;105
1;0;944;237,8619227;67;110
1;0;955;83,50714487;66;106
1;0;993;71,81151328;64;94
1;0;1021;129,0550446;64;112
1;0;1045;98,43890229;69;98
1;0;1078;69,2042961;72;98
1;0;1105;73,72280848;71;91
1;0;1144;56,31560746;67;90
1;0;1205;98,71908082;75;95
1;0;1244;87,16881846;72;91
1;0;1281;75,27299747;91;96
1;0;1321;99,25233016;77;79
1;0;1361;112,793963;66;83
1;0;1370;98,78711128;65;83
1;0;1421;1459,419413;59;66
3;0;269;86,1615398;48;50
3;0;294;86,84524409;51;57
3;0;314;403,6408226;54;62
3;0;329;96,30047595;57;81
3;0;344;139,9668913;64;85
3;0;361;87,78069215;60;90
3;0;362;122,822055;58;90
3;0;375;318,6355127;77;100
3;0;390;111,1105715;62;95
3;0;405;142,272553;75;100
3;0;418;144,2833523;83;107
3;0;428;124,3269389;74;110
3;0;456;356,9108281;75;117
3;0;466;73,32739912;71;116
3;0;485;59,97548187;72;111
3;0;509;83,49552064;64;108
3;0;529;97,32420179;70;116
3;0;558;98,6359755;74;121
3;0;584;99,00581106;94;119
3;0;609;65,94060115;83;136
3;0;630;66,51196636;77;132
3;0;649;103,0494492;79;135
3;0;658;147,1132762;79;132
3;0;690;862,1113606;86;134
3;0;709;84,79558902;81;124
3;0;730;83,80943967;85;123
3;0;751;106,945572;92;110
3;0;774;216,3768099;107;127
3;0;789;124,0427346;114;144
3;0;812;171,6921517;117;116
3;0;829;209,7973552;130;125
3;0;854;153,3789715;92;117
3;0;871;134,9402068;86;118
3;0;886;82,04391289;91;138
3;0;897;97,48031767;87;124
3;0;917;98,982374;112;122
3;0;930;269,0487682;98;153
3;0;966;107,5441757;119;147
3;0;979;134,9505819;103;139
3;0;993;116,7894138;156;139
3;0;1005;247,9500538;137;137
3;0;1026;136,1410992;110;123
3;0;1044;67,75355462;102;129
3;0;1068;110,6605174;94;134
3;0;1079;96,7712665;97;117
3;0;1103;60,96167082;76;111
3;0;1122;141,0927119;78;112
3;0;1144;68,56565794;76;119
3;0;1159;96,854512;86;103
3;0;1174;74,48200397;75;108
3;0;1197;89,52509654;67;105
3;0;1211;92,03156617;70;108
3;0;1236;97,80603759;70;102
3;0;1257;56,03050729;65;96
3;0;1273;84,83069558;67;82
3;0;1296;89,96176939;64;88
3;0;1315;78,17080852;66;75
3;0;1332;124,8176078;62;84
3;0;1354;82,6572771;65;71
3;0;1378;66,5010877;59;70
3;0;1399;37,79968559;59;65
3;0;1429;66,85310311;59;65
4;0;269;97,23205722;52;58
4;0;289;73,91824408;53;57
4;0;310;706,4508868;54;60
4;0;316;406,375152;55;60
4;0;344;919,8070482;63;73
4;0;361;70,37050445;67;76
4;0;375;106,5901518;66;90
4;0;390;98,5762029;69;93
4;0;404;100,1630512;72;108
4;0;418;175,4306348;88;112
4;0;436;266,2807386;120;112
4;0;450;138,4353152;116;125
4;0;466;169,7053371;116;130
4;0;490;188,5390183;80;114
4;0;510;95,92783665;69;109
4;0;530;80,11536773;74;98
4;0;552;96,5726726;78;111
4;0;571;99,26978631;80;116
4;0;592;145,4989543;90;118
4;0;609;109,2491849;86;103
4;0;631;113,2503023;97;118
4;0;650;96,47252038;74;117
4;0;671;98,90923833;93;117
4;0;690;93,46683298;103;124
4;0;727;100,9277825;111;136
4;0;753;150,8791272;121;126
4;0;774;302,5317722;127;133
4;0;794;121,5509475;137;162
4;0;812;169,3167177;123;144
4;0;813;181,7187652;123;144
4;0;847;1065,631094;93;145
4;0;869;99,29680978;127;133
4;0;882;124,4690782;114;150
4;0;907;160,9873303;113;104
4;0;922;124,5106308;111;131
4;0;934;264,4227265;136;131
4;0;950;161,5674336;93;125
4;0;972;85,64019003;84;138
4;0;984;143,1942444;80;123
4;0;1010;96,99904765;91;149
4;0;1027;95,08238321;76;146
4;0;1040;143,71908;81;144
4;0;1057;103,3171995;80;122
4;0;1078;62,40482458;81;129
4;0;1090;112,0088278;82;105
4;0;1125;93,35783639;73;112
4;0;1152;684,472197;81;103
4;0;1168;343,6441203;122;100
4;0;1185;423,6562372;80;102
4;0;1199;538,5967404;80;104
4;0;1223;81,02534506;72;107
4;0;1231;78,2905505;71;107
4;0;1256;86,33598124;67;97
4;0;1276;77,59772146;62;83
4;0;1303;102,894409;65;77
4;0;1319;52,475945;63;70
4;0;1334;84,44536964;61;72
4;0;1352;81,63956988;61;76
4;0;1378;68,44741527;61;66
4;0;1396;78,75428579;60;69
4;0;1425;85,72969052;54;59
5;0;269;51,97655247;54;58
5;0;300;76,12615807;49;57
5;0;316;77,43784315;52;57
5;0;324;51,88221394;55;64
5;0;346;454,0342553;59;82
5;0;360;86,28640459;63;85
5;0;375;95,90574175;64;109
5;0;390;81,75530175;69;105
5;0;401;100,0394154;70;108
5;0;420;274,819498;114;112
5;0;436;141,3206804;92;112
5;0;453;140,7973743;81;115
5;0;465;124,1553943;79;115
5;0;487;120,5826523;84;112
5;0;508;98,71908082;81;121
5;0;528;272,3578757;70;111
5;0;554;134,66119;84;122
5;0;572;96,95337676;75;133
5;0;594;139,4790388;80;116
5;0;610;102,0194564;95;142
5;0;630;136,0853021;94;132
5;0;649;107,2708267;86;130
5;0;672;99,60091759;79;123
5;0;689;144,6913785;74;117
5;0;706;107,1169689;95;124
5;0;731;272,4556209;81;124
5;0;749;101,0108878;76;115
5;0;771;89,93103316;87;127
5;0;789;143,5944221;78;138
5;0;813;94,68206351;108;120
5;0;829;82,78616017;77;110
5;0;854;96,89292584;77;111
5;0;876;110,0510759;74;123
5;0;883;121,3712758;76;119
5;0;897;79,21174346;74;138
5;0;910;84,69038818;88;124
5;0;928;156,768351;75;103
5;0;951;183,8770799;80;123
5;0;976;48,81389863;95;145
5;0;986;96,61904695;101;133
5;0;1002;110,6219332;90;135
5;0;1018;102,7278243;83;127
5;0;1034;107,6112311;95;137
5;0;1058;119,342784;76;123
5;0;1082;97,62500043;81;118
5;0;1089;101,19095;76;98
5;0;1111;96,30736336;83;109
5;0;1137;71,24956513;81;113
5;0;1150;127,2157151;87;114
5;0;1178;56,26404115;80;108
5;0;1212;96,92936135;70;104
5;0;1231;66,68183128;71;90
5;0;1266;75,50795081;63;84
5;0;1290;65,54997072;59;90
5;0;1313;95,44732415;62;89
5;0;1335;64,70468575;63;85
5;0;1349;95,86679041;61;81
5;0;1377;55,71583074;68;65
5;0;1404;58,99285795;59;64
5;0;1423;76,11105682;57;65
6;0;1267;47,2557416;72;97
6;0;1295;79,61670819;65;92
6;0;1322;87,0519324;61;78
6;0;1338;70,63351788;61;83
6;0;1349;89,14072111;59;80
6;0;1379;91,60548344;59;69
6;0;1411;68,48430654;58;68
6;0;1428;97,73067716;60;65
7;0;269;49,53882303;48;52
7;0;295;81,64229568;50;54
7;0;300;364,238489;51;54
7;0;331;961,8933839;67;69
7;0;346;78,95234723;60;71
7;0;360;83,95439526;68;83
7;0;375;76,60526808;66;88
7;0;389;89,22297964;69;98
7;0;410;93,14653825;69;102
7;0;420;79,11720376;71;112
7;0;437;58,96488398;79;108
7;0;451;113,7651318;93;109
7;0;466;98,46612504;73;109
7;0;486;209,0379724;149;113
7;0;513;114,8765231;84;120
7;0;533;81,43776739;84;124
7;0;552;96,89761677;96;130
7;0;570;135,1037457;98;118
7;0;593;102,1493969;84;116
7;0;611;112,5412989;85;131
7;0;630;79,24088482;85;119
7;0;653;58,59709277;92;127
7;0;674;100,0716729;108;142
7;0;692;100,0247894;103;129
7;0;709;69,27405533;93;133
7;0;731;64,36566752;91;129
7;0;752;91,26735097;80;119
7;0;771;101,1519081;73;122
7;0;791;95,18365567;84;131
7;0;812;105,8302189;87;132
7;0;831;85,86695341;79;133
7;0;857;127,5659068;88;141
7;0;871;96,63191149;90;118
7;0;884;102,0426949;97;126
7;0;896;142,7254756;99;131
7;0;912;117,5005552;88;145
7;0;930;119,0964415;89;147
7;0;961;119,0977352;92;140
7;0;977;120,6350534;97;158
7;0;992;159,97427;152;148
7;0;1001;286,0073717;161;148
7;0;1020;200,2071349;151;157
7;0;1039;137,4832609;102;123
7;0;1087;138,9295924;134;129
7;0;1109;129,3828987;104;129
7;0;1129;93,42480884;89;116
7;0;1153;97,72195662;89;117
7;0;1181;108,4267857;92;118
7;0;1212;134,1483879;79;122
7;0;1241;84,50224421;73;122
7;0;1256;64,6631331;77;109
7;0;1274;96,74617611;72;116
7;0;1296;97,76703974;72;111
7;0;1310;139,3158236;71;104
7;0;1335;96,01679777;71;90
7;0;1357;77,04741515;65;82
7;0;1374;103,9826832;64;82
7;0;1401;63,53830327;69;85
7;0;1433;84,42393355;59;68
2;0;270;72,18596558;52;59
2;0;302;71,93161924;55;56
2;0;320;57,97756221;53;61
2;0;340;96,51343874;56;70
2;0;359;76,09823314;56;68
2;0;375;94,77745753;64;86
2;0;391;52,39412652;61;82
2;0;411;81,52890424;63;88
2;0;428;82,75887393;59;96
2;0;449;81,14965288;62;99
2;0;467;87,6240677;71;105
2;0;485;58,72189344;70;107
2;0;497;45,60057493;71;122
2;0;509;98,21097529;71;119
2;0;526;95,39863074;76;131
2;0;543;72,46891956;76;137
2;0;562;120,7018687;90;125
2;0;582;127,3566342;89;127
2;0;601;69,1934583;87;131
2;0;624;117,9822477;89;138
2;0;663;57,38752191;103;160
2;0;672;144,5244814;132;154
2;0;699;218,4617149;133;170
2;0;715;130,7635704;157;188
2;0;725;369,2210171;220;181
2;0;777;249,2905867;210;168
2;0;797;115,3744371;110;149
2;0;822;110,7663142;105;157
2;0;839;155,3519523;135;184
2;0;900;150,1465434;103;167
2;0;924;213,6165685;100;156
2;0;953;118,2397536;123;145
2;0;978;116,29454;94;148
2;0;1005;88,78255379;101;146
2;0;1022;142,397905;126;134
2;0;1043;91,40714477;84;164
2;0;1075;72,44245433;86;145
2;0;1107;83,16011145;99;138
2;0;1141;107,3137548;160;120
2;0;1175;250,9875072;97;117
2;0;1214;141,5550044;74;110
2;0;1262;65,78517552;67;102
2;0;1304;100,1762162;75;104
2;0;1352;82,43453263;62;90
2;0;1383;101,6823028;63;91
1;0;286;66,05918328;49;55
1;0;295;53,81662182;48;53
1;0;320;55,3251846;54;55
1;0;368;83,86312702;51;66
1;0;390;94,57198188;56;72
1;0;417;92,56269322;54;78
1;0;440;76,07328922;56;71
1;0;465;58,22205772;56;83
1;0;487;64,61896403;64;84
1;0;511;105,662404;75;98
1;0;536;124,7744842;73;103
1;0;560;127,0588468;77;121
1;0;590;60,58736751;79;119
1;0;629;61,25240678;79;128
1;0;657;99,23627903;87;118
1;0;689;104,2315277;84;159
1;0;715;137,6744506;98;167
1;0;742;109,6986406;130;194
1;0;777;111,0023827;98;149
1;0;790;78,63358199;91;168
1;0;830;185,9745206;94;129
1;0;867;93,70874476;74;106
1;0;914;61,83211533;64;108
1;0;947;80,76520264;62;110
1;0;966;68,50951952;66;103
1;0;1000;55,30620525;64;95
1;0;1024;111,465705;60;112
1;0;1048;98,120193;69;98
1;0;1086;119,9764609;70;94
1;0;1108;141,9755098;66;91
1;0;1134;64,84522324;67;90
1;0;1169;98,83838149;79;95
1;0;1207;105,0874335;60;88
1;0;1242;117,3208527;69;91
1;0;1280;69,85499728;81;94
1;0;1307;126,6316029;71;86
1;0;1337;63,04287622;58;79
1;0;1371;63,6493285;62;77
1;0;1397;62,14862878;55;66
1;0;1426;58,0091974;57;66
3;0;269;98,15667439;51;50
3;0;300;83,73128555;69;57
3;0;315;80,73589029;56;62
3;0;330;91,19043213;61;81
3;0;346;101,6347805;58;85
3;0;360;76,60091787;63;90
3;0;375;83,88529171;62;100
3;0;390;98,71908082;66;95
3;0;404;143,4903616;83;100
3;0;418;105,2574852;77;107
3;0;432;125,2760757;87;110
3;0;451;98,47543021;74;118
3;0;465;109,0956961;78;116
3;0;486;97,94053948;75;113
3;0;507;99,21955902;84;108
3;0;530;76,18754315;83;115
