y2
122,4872055053711
122,67330932617188
123,05943298339844
122,64322662353516
122,83370208740234
122,92051696777344
123,2543716430664
123,05098724365234
122,80847930908203
122,8169174194336
123,87146759033203
124,02159118652344
124,42989349365234
123,9478988647461
124,02568817138672
122,6910171508789
122,76360321044922
123,52796936035156
139,23345947265625
130,7777557373047
126,00077819824219
174,11203002929688
151,84481811523438
124,3903579711914
123,44176483154297
128,44869995117188
203,09036254882812
150,54669189453125
225,89654541015625
131,2720947265625
124,31523895263672
125,83057403564453
123,91519927978516
123,84893798828125
123,14214324951172
123,10295104980469
123,95137786865234
128,96389770507812
139,73947143554688
186,09361267089844
154,251220703125
132,17922973632812
123,64702606201172
127,72460174560547
124,21327209472656
123,84676361083984
123,8737564086914
125,15386199951172
126,61544799804688
122,79625701904297
123,09065246582031
123,33702087402344
123,33167266845703
123,19784545898438
122,88202667236328
122,43302917480469
122,4046630859375
122,3995132446289
122,41056823730469
122,40771484375
122,39546203613281
122,42923736572266
122,4453125
122,38439178466797
122,44316101074219
122,38008117675781
122,43351745605469
122,60415649414062
122,49877166748047
122,50543975830078
122,46764373779297
122,69674682617188
122,77971649169922
122,88113403320312
122,6200942993164
123,60800170898438
124,57109832763672
128,832275390625
126,07676696777344
123,9618148803711
129,8616943359375
133,43405151367188
123,28871154785156
124,37344360351562
124,6751480102539
128,80810546875
123,34028625488281
122,5912094116211
122,62007904052734
123,67434692382812
122,61880493164062
122,6028060913086
122,64966583251953
122,59473419189453
122,57857513427734
122,63777923583984
123,02693939208984
123,0414047241211
123,51993560791016
123,06140899658203
122,48540496826172
122,5066909790039
122,48226165771484
122,55452728271484
122,42452239990234
122,40225219726562
122,39661407470703
122,4675064086914
122,43102264404297
122,44169616699219
122,3975601196289
122,53008270263672
122,39909362792969
122,55284881591797
122,62337493896484
122,40979766845703
122,41667938232422
122,39807891845703
124,08061981201172
123,39250183105469
122,71680450439453
122,7030258178711
122,55772399902344
122,44559478759766
122,50214385986328
122,39757537841797
122,38212585449219
122,493896484375
122,39571380615234
122,44581604003906
122,51871490478516
122,42000579833984
129,604736328125
122,5350341796875
122,44647979736328
122,59659576416016
122,58489990234375
122,66822052001953
122,67694854736328
122,53260803222656
122,605712890625
122,47349548339844
122,35655975341797
122,3365249633789
122,30706787109375
122,31763458251953
122,3271484375
122,33008575439453
122,33294677734375
122,31172180175781
122,33211517333984
122,3365478515625
122,32594299316406
122,32840728759766
124,2956314086914
122,35987091064453
122,62939453125
122,47335815429688
122,40263366699219
122,66767883300781
122,7165298461914
122,38908386230469
122,39559173583984
122,43131256103516
122,56651306152344
123,02574920654297
122,66134643554688
129,29623413085938
122,69893646240234
123,45040130615234
122,52487182617188
122,5628662109375
122,73529052734375
122,56796264648438
122,48584747314453
122,52486419677734
122,32318115234375
122,39393615722656
122,3275146484375
122,32575225830078
122,38961791992188
122,34481048583984
122,41316986083984
122,49864959716797
122,41397857666016
122,373779296875
122,39533996582031
122,44154357910156
122,40020751953125
122,37138366699219
122,35269927978516
122,39585876464844
122,40666961669922
122,37130737304688
122,36371612548828
122,3427734375
122,3274917602539
122,31511688232422
122,3403549194336
122,36336517333984
122,38056182861328
122,33184051513672
122,2960433959961
122,30633544921875
122,30882263183594
122,39632415771484
122,37397003173828
122,37687683105469
122,52665710449219
122,38207244873047
122,47005462646484
122,7123794555664
122,81536865234375
122,79917907714844
122,41986083984375
122,7201156616211
122,61298370361328
122,46682739257812
122,35643005371094
122,38062286376953
122,36412048339844
122,33915710449219
122,32215118408203
122,36022186279297
122,38837432861328
122,3478012084961
122,36231994628906
122,37183380126953
122,40708923339844
122,35211181640625
122,47809600830078
122,38594055175781
122,38094329833984
122,34515380859375
122,38223266601562
122,35655975341797
122,40113067626953
122,43305969238281
122,4724349975586
202,12258911132812
122,6702651977539
122,47518157958984
122,96156311035156
122,52467346191406
122,54663848876953
122,79633331298828
122,4310531616211
122,4801025390625
122,58743286132812
122,49658203125
122,5982894897461
122,53135681152344
122,60865020751953
123,03754425048828
122,6218032836914
122,67021179199219
122,53473663330078
151,50564575195312
131,0596160888672
131,95822143554688
126,731201171875
129,08465576171875
125,67671203613281
123,68304443359375
122,81472778320312
122,51107788085938
129,147705078125
123,41804504394531
129,7655029296875
124,21015167236328
133,76075744628906
127,1146469116211
128,97872924804688
124,90503692626953
126,53399658203125
157,30043029785156
122,62751007080078
123,90476989746094
122,64230346679688
122,68075561523438
129,45223999023438
123,036376953125
122,8201675415039
122,56813049316406
122,71615600585938
123,12886810302734
134,25430297851562
125,89567565917969
125,31101989746094
123,8698501586914
126,36956024169922
122,76551818847656
122,9742431640625
122,6681900024414
122,82423400878906
122,9593734741211
123,37406921386719
122,78294372558594
122,67558288574219
122,5701904296875
122,49419403076172
122,49503326416016
122,45476531982422
122,50411987304688
122,59854888916016
122,64463806152344
122,64344787597656
122,69255828857422
122,5985336303711
123,08553314208984
123,23699951171875
122,75714874267578
125,42720031738281
126,9696273803711
122,92088317871094
122,780517578125
123,04438781738281
122,80011749267578
166,47396850585938
123,22502136230469
123,19135284423828
145,89932250976562
125,72352600097656
123,79939270019531
226,706298828125
141,6890106201172
126,08468627929688
125,35173034667969
124,51021575927734
138,3180694580078
205,7178192138672
161,72052001953125
153,05955505371094
138,30606079101562
128,93109130859375
125,95051574707031
130,9679718017578
127,57427978515625
123,2584457397461
129,95553588867188
133,4642333984375
122,93046569824219
128,8572540283203
125,61495971679688
130,76641845703125
138,36892700195312
209,49630737304688
179,48089599609375
124,83951568603516
125,66495513916016
123,17547607421875
123,06603240966797
122,64370727539062
122,74781799316406
122,70777893066406
122,92272186279297
122,8165054321289
122,7763671875
122,76517486572266
122,5776138305664
123,18455505371094
122,48030853271484
122,5162124633789
122,50572204589844
122,67037200927734
122,71128845214844
122,60115051269531
122,85175323486328
122,7597427368164
124,54071807861328
122,7650146484375
123,16100311279297
126,06045532226562
128,10238647460938
124,37006378173828
122,98439025878906
123,64515686035156
124,66788482666016
148,13287353515625
123,95393371582031
124,90261840820312
180,97967529296875
243,2737274169922
126,4310302734375
124,60344696044922
127,63645935058594
123,48414611816406
145,34283447265625
215,0272216796875
230,18759155273438
124,9850845336914
145,1735382080078
179,92144775390625
156,98159790039062
124,97802734375
126,30109405517578
123,23338317871094
124,079833984375
146,7814483642578
170,4120635986328
157,69140625
126,91458892822266
150,04010009765625
139,63906860351562
130,74366760253906
148,762939453125
191,83831787109375
133,431884765625
145,48294067382812
125,25064086914062
123,0997543334961
130,51132202148438
124,53285217285156
122,77485656738281
123,1627197265625
123,04094696044922
122,82426452636719
122,37763214111328
122,40202331542969
122,38866424560547
122,40975189208984
122,4337387084961
122,4814682006836
122,46815490722656
122,43795013427734
122,3994369506836
122,40243530273438
122,40540313720703
122,60468292236328
122,57474517822266
122,58451843261719
122,54887390136719
122,80654907226562
122,77104187011719
123,27281188964844
122,8139877319336
124,42008209228516
191,00833129882812
243,0782470703125
242,05589294433594
161,58541870117188
143,93447875976562
123,2384262084961
122,8402328491211
122,48104095458984
122,64987182617188
125,16878509521484
137,1719512939453
132,92221069335938
187,17160034179688
122,66584777832031
122,62860870361328
122,75374603271484
122,65142059326172
123,01976013183594
123,10494232177734
122,8295669555664
122,51214599609375
122,5684585571289
122,72682189941406
122,56525421142578
122,59507751464844
122,54158020019531
122,41725158691406
122,47112274169922
122,42438507080078
122,43467712402344
122,39216613769531
122,40858459472656
122,40885162353516
122,50626373291016
122,39202880859375
122,4894027709961
122,42586517333984
122,85160827636719
122,41219329833984
123,43387603759766
122,62557220458984
122,89239501953125
122,6871109008789
123,53569793701172
241,5365447998047
181,5426025390625
122,53876495361328
122,95236206054688
122,47053527832031
122,49894714355469
122,56239318847656
122,4371566772461
122,45060729980469
122,41947174072266
122,55361938476562
122,60618591308594
122,64278411865234
122,52481079101562
122,83403778076172
122,72196960449219
125,23646545410156
123,35443878173828
122,63357543945312
122,58805084228516
192,64907836914062
122,40777587890625
122,42137145996094
122,88194274902344
122,41980743408203
122,57161712646484
122,42326354980469
122,41658020019531
124,11907958984375
122,44800567626953
122,89704132080078
123,5481185913086
122,6724624633789
123,34878540039062
122,48382568359375
122,52197265625
122,41435241699219
122,48688507080078
122,55271911621094
125,18656158447266
122,68555450439453
122,52720642089844
122,60795593261719
122,71137237548828
159,55813598632812
122,78948974609375
123,1008071899414
125,70944213867188
147,91091918945312
144,23973083496094
188,530517578125
222,5755615234375
125,95669555664062
123,7591781616211
123,39108276367188
123,4308090209961
153,4744873046875
126,98440551757812
156,81292724609375
129,48391723632812
238,6033935546875
230,8924560546875
152,35533142089844
128,4933624267578
124,58238983154297
128,00250244140625
122,726806640625
123,06281280517578
122,66011047363281
124,46436309814453
122,7569808959961
122,53186798095703
122,59649658203125
122,66163635253906
122,514404296875
122,73428344726562
122,58152770996094
122,76542663574219
122,60108184814453
122,78242492675781
122,5560531616211
122,56063842773438
122,59713745117188
122,45996856689453
122,46527099609375
125,725341796875
123,1384048461914
144,08375549316406
122,71810913085938
122,59984588623047
122,66742706298828
122,63744354248047
125,19744110107422
210,87893676757812
167,78274536132812
168,25265502929688
123,39704132080078
122,53909301757812
122,82486724853516
122,91423034667969
122,97956085205078
125,14120483398438
124,60030364990234
128,49188232421875
122,64099884033203
125,80802917480469
132,6951904296875
142,74932861328125
194,6702880859375
222,3774871826172
209,7186279296875
188,28396606445312
190,24949645996094
209,25103759765625
202,85916137695312
145,12173461914062
191,10800170898438
151,59559631347656
233,09976196289062
126,64297485351562
122,90857696533203
123,09790802001953
123,373291015625
122,5175552368164
122,79580688476562
122,99543762207031
122,82551574707031
123,89838409423828
122,71517181396484
156,1018524169922
232,01654052734375
130,45748901367188
136,8219451904297
122,72293853759766
122,67652893066406
122,63966369628906
122,5856704711914
122,8204345703125
122,7087173461914
122,66442108154297
122,62664794921875
122,70527648925781
122,65637969970703
122,5634536743164
122,49272155761719
122,43116760253906
122,4809341430664
122,48191833496094
123,36597442626953
122,5744857788086
122,46623229980469
122,59483337402344
122,62857818603516
197,35858154296875
127,32347869873047
123,43514251708984
123,12879943847656
